Date,Time,ms,LEVEL (kPa),TEMPERATURE,
7/19/2019,11:30:00 PM,0,1.7628,6.122,7/19/19 23:30:00
7/19/2019,11:45:00 PM,0,1.791,6.065,7/19/19 23:45:00
7/20/2019,12:00:00 AM,0,1.808,6.005,7/20/19 00:00:00
7/20/2019,12:15:00 AM,0,1.8007,5.946,7/20/19 00:15:00
7/20/2019,12:30:00 AM,0,1.7897,5.92,7/20/19 00:30:00
7/20/2019,12:45:00 AM,0,1.7815,5.87,7/20/19 00:45:00
7/20/2019,1:00:00 AM,0,1.7856,5.832,7/20/19 01:00:00
7/20/2019,1:15:00 AM,0,1.7998,5.804,7/20/19 01:15:00
7/20/2019,1:30:00 AM,0,1.7997,5.771,7/20/19 01:30:00
7/20/2019,1:45:00 AM,0,1.8153,5.728,7/20/19 01:45:00
7/20/2019,2:00:00 AM,0,1.8246,5.688,7/20/19 02:00:00
7/20/2019,2:15:00 AM,0,1.8253,5.644,7/20/19 02:15:00
7/20/2019,2:30:00 AM,0,1.8739,5.61,7/20/19 02:30:00
7/20/2019,2:45:00 AM,0,1.8732,5.56,7/20/19 02:45:00
7/20/2019,3:00:00 AM,0,1.8523,5.514,7/20/19 03:00:00
7/20/2019,3:15:00 AM,0,1.9004,5.482,7/20/19 03:15:00
7/20/2019,3:30:00 AM,0,1.9273,5.436,7/20/19 03:30:00
7/20/2019,3:45:00 AM,0,1.9428,5.389,7/20/19 03:45:00
7/20/2019,4:00:00 AM,0,1.9583,5.341,7/20/19 04:00:00
7/20/2019,4:15:00 AM,0,1.947,5.292,7/20/19 04:15:00
7/20/2019,4:30:00 AM,0,1.9664,5.249,7/20/19 04:30:00
7/20/2019,4:45:00 AM,0,2.0301,5.217,7/20/19 04:45:00
7/20/2019,5:00:00 AM,0,2.0398,5.167,7/20/19 05:00:00
7/20/2019,5:15:00 AM,0,2.0574,5.123,7/20/19 05:15:00
7/20/2019,5:30:00 AM,0,2.0962,5.076,7/20/19 05:30:00
7/20/2019,5:45:00 AM,0,2.1439,5.027,7/20/19 05:45:00
7/20/2019,6:00:00 AM,0,2.2285,4.969,7/20/19 06:00:00
7/20/2019,6:15:00 AM,0,2.1499,4.906,7/20/19 06:15:00
7/20/2019,6:30:00 AM,0,2.2736,4.859,7/20/19 06:30:00
7/20/2019,6:45:00 AM,0,2.2956,4.8,7/20/19 06:45:00
7/20/2019,7:00:00 AM,0,2.2852,4.801,7/20/19 07:00:00
7/20/2019,7:15:00 AM,0,2.3173,4.811,7/20/19 07:15:00
7/20/2019,7:30:00 AM,0,2.3474,4.82,7/20/19 07:30:00
7/20/2019,7:45:00 AM,0,2.352,4.832,7/20/19 07:45:00
7/20/2019,8:00:00 AM,0,2.3556,4.854,7/20/19 08:00:00
7/20/2019,8:15:00 AM,0,2.3834,4.89,7/20/19 08:15:00
7/20/2019,8:30:00 AM,0,2.4083,4.977,7/20/19 08:30:00
7/20/2019,8:45:00 AM,0,2.4519,5.083,7/20/19 08:45:00
7/20/2019,9:00:00 AM,0,2.4143,5.19,7/20/19 09:00:00
7/20/2019,9:15:00 AM,0,2.4432,5.252,7/20/19 09:15:00
7/20/2019,9:30:00 AM,0,2.4772,5.34,7/20/19 09:30:00
7/20/2019,9:45:00 AM,0,2.495,5.434,7/20/19 09:45:00
7/20/2019,10:00:00 AM,0,2.4806,5.564,7/20/19 10:00:00
7/20/2019,10:15:00 AM,0,2.4613,5.654,7/20/19 10:15:00
7/20/2019,10:30:00 AM,0,2.549,5.816,7/20/19 10:30:00
7/20/2019,10:45:00 AM,0,2.488,5.928,7/20/19 10:45:00
7/20/2019,11:00:00 AM,0,2.4196,6.07,7/20/19 11:00:00
7/20/2019,11:15:00 AM,0,2.483,6.274,7/20/19 11:15:00
7/20/2019,11:30:00 AM,0,2.4066,6.533,7/20/19 11:30:00
7/20/2019,11:45:00 AM,0,2.4424,6.741,7/20/19 11:45:00
7/20/2019,12:00:00 PM,0,2.4746,6.908,7/20/19 12:00:00
7/20/2019,12:15:00 PM,0,2.4482,7.11,7/20/19 12:15:00
7/20/2019,12:30:00 PM,0,2.5714,7.304,7/20/19 12:30:00
7/20/2019,12:45:00 PM,0,2.5141,7.432,7/20/19 12:45:00
7/20/2019,1:00:00 PM,0,2.552,7.577,7/20/19 13:00:00
7/20/2019,1:15:00 PM,0,2.5436,7.682,7/20/19 13:15:00
7/20/2019,1:30:00 PM,0,2.5569,7.764,7/20/19 13:30:00
7/20/2019,1:45:00 PM,0,2.5714,7.949,7/20/19 13:45:00
7/20/2019,2:00:00 PM,0,2.5861,8.025,7/20/19 14:00:00
7/20/2019,2:15:00 PM,0,2.6175,8.11,7/20/19 14:15:00
7/20/2019,2:30:00 PM,0,2.5735,8.212,7/20/19 14:30:00
7/20/2019,2:45:00 PM,0,2.5608,8.319,7/20/19 14:45:00
7/20/2019,3:00:00 PM,0,2.6172,8.386,7/20/19 15:00:00
7/20/2019,3:15:00 PM,0,2.6031,8.404,7/20/19 15:15:00
7/20/2019,3:30:00 PM,0,2.599,8.391,7/20/19 15:30:00
7/20/2019,3:45:00 PM,0,2.6518,8.409,7/20/19 15:45:00
7/20/2019,4:00:00 PM,0,2.6123,8.372,7/20/19 16:00:00
7/20/2019,4:15:00 PM,0,2.6137,8.349,7/20/19 16:15:00
7/20/2019,4:30:00 PM,0,2.5746,8.321,7/20/19 16:30:00
7/20/2019,4:45:00 PM,0,2.5757,8.23,7/20/19 16:45:00
7/20/2019,5:00:00 PM,0,2.533,8.114,7/20/19 17:00:00
7/20/2019,5:15:00 PM,0,2.5193,8.023,7/20/19 17:15:00
7/20/2019,5:30:00 PM,0,2.5539,7.944,7/20/19 17:30:00
7/20/2019,5:45:00 PM,0,2.505,7.838,7/20/19 17:45:00
7/20/2019,6:00:00 PM,0,2.4971,7.735,7/20/19 18:00:00
7/20/2019,6:15:00 PM,0,2.4641,7.601,7/20/19 18:15:00
7/20/2019,6:30:00 PM,0,2.4492,7.462,7/20/19 18:30:00
7/20/2019,6:45:00 PM,0,2.428,7.316,7/20/19 18:45:00
7/20/2019,7:00:00 PM,0,2.4204,7.187,7/20/19 19:00:00
7/20/2019,7:15:00 PM,0,2.3854,7.074,7/20/19 19:15:00
7/20/2019,7:30:00 PM,0,2.3944,6.964,7/20/19 19:30:00
7/20/2019,7:45:00 PM,0,2.3591,6.87,7/20/19 19:45:00
7/20/2019,8:00:00 PM,0,2.3998,6.776,7/20/19 20:00:00
7/20/2019,8:15:00 PM,0,2.3541,6.683,7/20/19 20:15:00
7/20/2019,8:30:00 PM,0,2.3514,6.597,7/20/19 20:30:00
7/20/2019,8:45:00 PM,0,2.3493,6.517,7/20/19 20:45:00
7/20/2019,9:00:00 PM,0,2.3063,6.451,7/20/19 21:00:00
7/20/2019,9:15:00 PM,0,2.312,6.375,7/20/19 21:15:00
7/20/2019,9:30:00 PM,0,2.2701,6.305,7/20/19 21:30:00
7/20/2019,9:45:00 PM,0,2.2707,6.241,7/20/19 21:45:00
7/20/2019,10:00:00 PM,0,2.2901,6.19,7/20/19 22:00:00
7/20/2019,10:15:00 PM,0,2.2635,6.124,7/20/19 22:15:00
7/20/2019,10:30:00 PM,0,2.2455,6.073,7/20/19 22:30:00
7/20/2019,10:45:00 PM,0,2.2352,6.007,7/20/19 22:45:00
7/20/2019,11:00:00 PM,0,2.2166,5.954,7/20/19 23:00:00
7/20/2019,11:15:00 PM,0,2.2749,5.906,7/20/19 23:15:00
7/20/2019,11:30:00 PM,0,2.2196,5.843,7/20/19 23:30:00
7/20/2019,11:45:00 PM,0,2.2272,5.784,7/20/19 23:45:00
7/21/2019,12:00:00 AM,0,2.2372,5.734,7/21/19 00:00:00
7/21/2019,12:15:00 AM,0,2.1869,5.686,7/21/19 00:15:00
7/21/2019,12:30:00 AM,0,2.2147,5.632,7/21/19 00:30:00
7/21/2019,12:45:00 AM,0,2.2182,5.577,7/21/19 00:45:00
7/21/2019,1:00:00 AM,0,2.2029,5.534,7/21/19 01:00:00
7/21/2019,1:15:00 AM,0,2.229,5.491,7/21/19 01:15:00
7/21/2019,1:30:00 AM,0,2.2386,5.452,7/21/19 01:30:00
7/21/2019,1:45:00 AM,0,2.2726,5.411,7/21/19 01:45:00
7/21/2019,2:00:00 AM,0,2.2369,5.394,7/21/19 02:00:00
7/21/2019,2:15:00 AM,0,2.2358,5.362,7/21/19 02:15:00
7/21/2019,2:30:00 AM,0,2.2353,5.33,7/21/19 02:30:00
7/21/2019,2:45:00 AM,0,2.2357,5.295,7/21/19 02:45:00
7/21/2019,3:00:00 AM,0,2.2683,5.266,7/21/19 03:00:00
7/21/2019,3:15:00 AM,0,2.2814,5.229,7/21/19 03:15:00
7/21/2019,3:30:00 AM,0,2.2878,5.197,7/21/19 03:30:00
7/21/2019,3:45:00 AM,0,2.3278,5.175,7/21/19 03:45:00
7/21/2019,4:00:00 AM,0,2.3321,5.144,7/21/19 04:00:00
7/21/2019,4:15:00 AM,0,2.3572,5.111,7/21/19 04:15:00
7/21/2019,4:30:00 AM,0,2.3152,5.073,7/21/19 04:30:00
7/21/2019,4:45:00 AM,0,2.3144,5.041,7/21/19 04:45:00
7/21/2019,5:00:00 AM,0,2.2948,5.018,7/21/19 05:00:00
7/21/2019,5:15:00 AM,0,2.3486,4.989,7/21/19 05:15:00
7/21/2019,5:30:00 AM,0,2.3457,4.962,7/21/19 05:30:00
7/21/2019,5:45:00 AM,0,2.3373,4.93,7/21/19 05:45:00
7/21/2019,6:00:00 AM,0,2.3693,4.902,7/21/19 06:00:00
7/21/2019,6:15:00 AM,0,2.3631,4.881,7/21/19 06:15:00
7/21/2019,6:30:00 AM,0,2.3696,4.854,7/21/19 06:30:00
7/21/2019,6:45:00 AM,0,2.3817,4.832,7/21/19 06:45:00
7/21/2019,7:00:00 AM,0,2.3866,4.814,7/21/19 07:00:00
7/21/2019,7:15:00 AM,0,2.4225,4.808,7/21/19 07:15:00
7/21/2019,7:30:00 AM,0,2.4708,4.823,7/21/19 07:30:00
7/21/2019,7:45:00 AM,0,2.3701,4.849,7/21/19 07:45:00
7/21/2019,8:00:00 AM,0,2.3981,4.894,7/21/19 08:00:00
7/21/2019,8:15:00 AM,0,2.4242,4.945,7/21/19 08:15:00
7/21/2019,8:30:00 AM,0,2.4095,5.009,7/21/19 08:30:00
7/21/2019,8:45:00 AM,0,2.4112,5.066,7/21/19 08:45:00
7/21/2019,9:00:00 AM,0,2.397,5.223,7/21/19 09:00:00
7/21/2019,9:15:00 AM,0,2.4692,5.419,7/21/19 09:15:00
7/21/2019,9:30:00 AM,0,2.4118,5.633,7/21/19 09:30:00
7/21/2019,9:45:00 AM,0,2.458,5.84,7/21/19 09:45:00
7/21/2019,10:00:00 AM,0,2.4961,6.081,7/21/19 10:00:00
7/21/2019,10:15:00 AM,0,2.4647,6.272,7/21/19 10:15:00
7/21/2019,10:30:00 AM,0,2.4897,6.488,7/21/19 10:30:00
7/21/2019,10:45:00 AM,0,2.5356,6.691,7/21/19 10:45:00
7/21/2019,11:00:00 AM,0,2.5344,6.964,7/21/19 11:00:00
7/21/2019,11:15:00 AM,0,2.5602,7.172,7/21/19 11:15:00
7/21/2019,11:30:00 AM,0,2.5548,7.396,7/21/19 11:30:00
7/21/2019,11:45:00 AM,0,2.5819,7.606,7/21/19 11:45:00
7/21/2019,12:00:00 PM,0,2.5487,7.753,7/21/19 12:00:00
7/21/2019,12:15:00 PM,0,2.5144,7.763,7/21/19 12:15:00
7/21/2019,12:30:00 PM,0,2.5313,7.778,7/21/19 12:30:00
7/21/2019,12:45:00 PM,0,2.4782,7.843,7/21/19 12:45:00
7/21/2019,1:00:00 PM,0,2.5116,7.97,7/21/19 13:00:00
7/21/2019,1:15:00 PM,0,2.5084,8.205,7/21/19 13:15:00
7/21/2019,1:30:00 PM,0,2.514,8.459,7/21/19 13:30:00
7/21/2019,1:45:00 PM,0,2.4978,8.64,7/21/19 13:45:00
7/21/2019,2:00:00 PM,0,2.549,8.959,7/21/19 14:00:00
7/21/2019,2:15:00 PM,0,2.518,9.355,7/21/19 14:15:00
7/21/2019,2:30:00 PM,0,2.4916,9.571,7/21/19 14:30:00
7/21/2019,2:45:00 PM,0,2.5001,9.754,7/21/19 14:45:00
7/21/2019,3:00:00 PM,0,2.5251,9.863,7/21/19 15:00:00
7/21/2019,3:15:00 PM,0,2.5156,9.8,7/21/19 15:15:00
7/21/2019,3:30:00 PM,0,2.4956,9.866,7/21/19 15:30:00
7/21/2019,3:45:00 PM,0,2.5002,9.748,7/21/19 15:45:00
7/21/2019,4:00:00 PM,0,2.5054,9.595,7/21/19 16:00:00
7/21/2019,4:15:00 PM,0,2.4379,9.558,7/21/19 16:15:00
7/21/2019,4:30:00 PM,0,2.4575,9.466,7/21/19 16:30:00
7/21/2019,4:45:00 PM,0,2.4932,9.349,7/21/19 16:45:00
7/21/2019,5:00:00 PM,0,2.4154,9.269,7/21/19 17:00:00
7/21/2019,5:15:00 PM,0,2.5054,9.167,7/21/19 17:15:00
7/21/2019,5:30:00 PM,0,2.4349,9.064,7/21/19 17:30:00
7/21/2019,5:45:00 PM,0,2.4293,8.912,7/21/19 17:45:00
7/21/2019,6:00:00 PM,0,2.4161,8.732,7/21/19 18:00:00
7/21/2019,6:15:00 PM,0,2.3924,8.566,7/21/19 18:15:00
7/21/2019,6:30:00 PM,0,2.3617,8.394,7/21/19 18:30:00
7/21/2019,6:45:00 PM,0,2.3706,8.229,7/21/19 18:45:00
7/21/2019,7:00:00 PM,0,2.3947,8.066,7/21/19 19:00:00
7/21/2019,7:15:00 PM,0,2.4202,7.93,7/21/19 19:15:00
7/21/2019,7:30:00 PM,0,2.3547,7.795,7/21/19 19:30:00
7/21/2019,7:45:00 PM,0,2.3116,7.665,7/21/19 19:45:00
7/21/2019,8:00:00 PM,0,2.3318,7.528,7/21/19 20:00:00
7/21/2019,8:15:00 PM,0,2.3307,7.405,7/21/19 20:15:00
7/21/2019,8:30:00 PM,0,2.2882,7.277,7/21/19 20:30:00
7/21/2019,8:45:00 PM,0,2.2925,7.173,7/21/19 20:45:00
7/21/2019,9:00:00 PM,0,2.2863,7.07,7/21/19 21:00:00
7/21/2019,9:15:00 PM,0,2.2954,6.98,7/21/19 21:15:00
7/21/2019,9:30:00 PM,0,2.3073,6.885,7/21/19 21:30:00
7/21/2019,9:45:00 PM,0,2.2755,6.801,7/21/19 21:45:00
7/21/2019,10:00:00 PM,0,2.301,6.714,7/21/19 22:00:00
7/21/2019,10:15:00 PM,0,2.2699,6.631,7/21/19 22:15:00
7/21/2019,10:30:00 PM,0,2.2721,6.558,7/21/19 22:30:00
7/21/2019,10:45:00 PM,0,2.2436,6.465,7/21/19 22:45:00
7/21/2019,11:00:00 PM,0,2.2441,6.392,7/21/19 23:00:00
7/21/2019,11:15:00 PM,0,2.2238,6.317,7/21/19 23:15:00
7/21/2019,11:30:00 PM,0,2.237,6.257,7/21/19 23:30:00
7/21/2019,11:45:00 PM,0,2.2031,6.199,7/21/19 23:45:00
7/22/2019,12:00:00 AM,0,2.2256,6.152,7/22/19 00:00:00
7/22/2019,12:15:00 AM,0,2.2184,6.092,7/22/19 00:15:00
7/22/2019,12:30:00 AM,0,2.2434,6.032,7/22/19 00:30:00
7/22/2019,12:45:00 AM,0,2.238,5.979,7/22/19 00:45:00
7/22/2019,1:00:00 AM,0,2.2321,5.94,7/22/19 01:00:00
7/22/2019,1:15:00 AM,0,2.2404,5.895,7/22/19 01:15:00
7/22/2019,1:30:00 AM,0,2.2201,5.851,7/22/19 01:30:00
7/22/2019,1:45:00 AM,0,2.2069,5.811,7/22/19 01:45:00
7/22/2019,2:00:00 AM,0,2.2023,5.768,7/22/19 02:00:00
7/22/2019,2:15:00 AM,0,2.2148,5.725,7/22/19 02:15:00
7/22/2019,2:30:00 AM,0,2.2248,5.691,7/22/19 02:30:00
7/22/2019,2:45:00 AM,0,2.1762,5.651,7/22/19 02:45:00
7/22/2019,3:00:00 AM,0,2.2172,5.617,7/22/19 03:00:00
7/22/2019,3:15:00 AM,0,2.1959,5.586,7/22/19 03:15:00
7/22/2019,3:30:00 AM,0,2.1604,5.56,7/22/19 03:30:00
7/22/2019,3:45:00 AM,0,2.1913,5.537,7/22/19 03:45:00
7/22/2019,4:00:00 AM,0,2.1893,5.513,7/22/19 04:00:00
7/22/2019,4:15:00 AM,0,2.171,5.484,7/22/19 04:15:00
7/22/2019,4:30:00 AM,0,2.16,5.449,7/22/19 04:30:00
7/22/2019,4:45:00 AM,0,2.1713,5.412,7/22/19 04:45:00
7/22/2019,5:00:00 AM,0,2.1803,5.377,7/22/19 05:00:00
7/22/2019,5:15:00 AM,0,2.1723,5.339,7/22/19 05:15:00
7/22/2019,5:30:00 AM,0,2.2096,5.302,7/22/19 05:30:00
7/22/2019,5:45:00 AM,0,2.1978,5.276,7/22/19 05:45:00
7/22/2019,6:00:00 AM,0,2.1626,5.232,7/22/19 06:00:00
7/22/2019,6:15:00 AM,0,2.1874,5.198,7/22/19 06:15:00
7/22/2019,6:30:00 AM,0,2.1733,5.157,7/22/19 06:30:00
7/22/2019,6:45:00 AM,0,2.1654,5.121,7/22/19 06:45:00
7/22/2019,7:00:00 AM,0,2.1519,5.109,7/22/19 07:00:00
7/22/2019,7:15:00 AM,0,2.1884,5.108,7/22/19 07:15:00
7/22/2019,7:30:00 AM,0,2.1694,5.154,7/22/19 07:30:00
7/22/2019,7:45:00 AM,0,2.1837,5.196,7/22/19 07:45:00
7/22/2019,8:00:00 AM,0,2.1965,5.234,7/22/19 08:00:00
7/22/2019,8:15:00 AM,0,2.1916,5.281,7/22/19 08:15:00
7/22/2019,8:30:00 AM,0,2.1905,5.325,7/22/19 08:30:00
7/22/2019,8:45:00 AM,0,2.1906,5.452,7/22/19 08:45:00
7/22/2019,9:00:00 AM,0,2.1973,5.684,7/22/19 09:00:00
7/22/2019,9:15:00 AM,0,2.2325,5.813,7/22/19 09:15:00
7/22/2019,9:30:00 AM,0,2.246,6.008,7/22/19 09:30:00
7/22/2019,9:45:00 AM,0,2.2632,6.184,7/22/19 09:45:00
7/22/2019,10:00:00 AM,0,2.3062,6.347,7/22/19 10:00:00
7/22/2019,10:15:00 AM,0,2.3121,6.507,7/22/19 10:15:00
7/22/2019,10:30:00 AM,0,2.2934,6.709,7/22/19 10:30:00
7/22/2019,10:45:00 AM,0,2.3781,6.855,7/22/19 10:45:00
7/22/2019,11:00:00 AM,0,2.3256,6.99,7/22/19 11:00:00
7/22/2019,11:15:00 AM,0,2.3677,7.178,7/22/19 11:15:00
7/22/2019,11:30:00 AM,0,2.3474,7.405,7/22/19 11:30:00
7/22/2019,11:45:00 AM,0,2.3309,7.528,7/22/19 11:45:00
7/22/2019,12:00:00 PM,0,2.379,7.67,7/22/19 12:00:00
7/22/2019,12:15:00 PM,0,2.3771,7.804,7/22/19 12:15:00
7/22/2019,12:30:00 PM,0,2.3999,8,7/22/19 12:30:00
7/22/2019,12:45:00 PM,0,2.3375,8.164,7/22/19 12:45:00
7/22/2019,1:00:00 PM,0,2.3736,8.304,7/22/19 13:00:00
7/22/2019,1:15:00 PM,0,2.4047,8.493,7/22/19 13:15:00
7/22/2019,1:30:00 PM,0,2.3832,8.521,7/22/19 13:30:00
7/22/2019,1:45:00 PM,0,2.3451,8.624,7/22/19 13:45:00
7/22/2019,2:00:00 PM,0,2.3324,8.867,7/22/19 14:00:00
7/22/2019,2:15:00 PM,0,2.3491,9.114,7/22/19 14:15:00
7/22/2019,2:30:00 PM,0,2.392,9.293,7/22/19 14:30:00
7/22/2019,2:45:00 PM,0,2.3981,9.354,7/22/19 14:45:00
7/22/2019,3:00:00 PM,0,2.3935,9.701,7/22/19 15:00:00
7/22/2019,3:15:00 PM,0,2.3512,9.815,7/22/19 15:15:00
7/22/2019,3:30:00 PM,0,2.3658,9.744,7/22/19 15:30:00
7/22/2019,3:45:00 PM,0,2.3574,9.656,7/22/19 15:45:00
7/22/2019,4:00:00 PM,0,2.3602,9.628,7/22/19 16:00:00
7/22/2019,4:15:00 PM,0,2.3785,9.531,7/22/19 16:15:00
7/22/2019,4:30:00 PM,0,2.3487,9.43,7/22/19 16:30:00
7/22/2019,4:45:00 PM,0,2.3546,9.303,7/22/19 16:45:00
7/22/2019,5:00:00 PM,0,2.3372,9.181,7/22/19 17:00:00
7/22/2019,5:15:00 PM,0,2.3005,9.065,7/22/19 17:15:00
7/22/2019,5:30:00 PM,0,2.3225,8.917,7/22/19 17:30:00
7/22/2019,5:45:00 PM,0,2.2695,8.793,7/22/19 17:45:00
7/22/2019,6:00:00 PM,0,2.2994,8.666,7/22/19 18:00:00
7/22/2019,6:15:00 PM,0,2.2734,8.539,7/22/19 18:15:00
7/22/2019,6:30:00 PM,0,2.2552,8.42,7/22/19 18:30:00
7/22/2019,6:45:00 PM,0,2.2787,8.301,7/22/19 18:45:00
7/22/2019,7:00:00 PM,0,2.2594,8.177,7/22/19 19:00:00
7/22/2019,7:15:00 PM,0,2.2644,8.075,7/22/19 19:15:00
7/22/2019,7:30:00 PM,0,2.2356,7.971,7/22/19 19:30:00
7/22/2019,7:45:00 PM,0,2.2134,7.872,7/22/19 19:45:00
7/22/2019,8:00:00 PM,0,2.2118,7.783,7/22/19 20:00:00
7/22/2019,8:15:00 PM,0,2.1847,7.699,7/22/19 20:15:00
7/22/2019,8:30:00 PM,0,2.1933,7.624,7/22/19 20:30:00
7/22/2019,8:45:00 PM,0,2.1605,7.555,7/22/19 20:45:00
7/22/2019,9:00:00 PM,0,2.1933,7.482,7/22/19 21:00:00
7/22/2019,9:15:00 PM,0,2.1636,7.414,7/22/19 21:15:00
7/22/2019,9:30:00 PM,0,2.1573,7.336,7/22/19 21:30:00
7/22/2019,9:45:00 PM,0,2.1911,7.219,7/22/19 21:45:00
7/22/2019,10:00:00 PM,0,2.2813,7.107,7/22/19 22:00:00
7/22/2019,10:15:00 PM,0,2.3974,6.994,7/22/19 22:15:00
7/22/2019,10:30:00 PM,0,2.4258,6.864,7/22/19 22:30:00
7/22/2019,10:45:00 PM,0,2.4084,6.829,7/22/19 22:45:00
7/22/2019,11:00:00 PM,0,2.4499,6.802,7/22/19 23:00:00
7/22/2019,11:15:00 PM,0,2.4434,6.755,7/22/19 23:15:00
7/22/2019,11:30:00 PM,0,2.4718,6.697,7/22/19 23:30:00
7/22/2019,11:45:00 PM,0,2.4465,6.66,7/22/19 23:45:00
7/23/2019,12:00:00 AM,0,2.4314,6.616,7/23/19 00:00:00
7/23/2019,12:15:00 AM,0,2.4882,6.568,7/23/19 00:15:00
7/23/2019,12:30:00 AM,0,2.5061,6.526,7/23/19 00:30:00
7/23/2019,12:45:00 AM,0,2.478,6.473,7/23/19 00:45:00
7/23/2019,1:00:00 AM,0,2.4672,6.436,7/23/19 01:00:00
7/23/2019,1:15:00 AM,0,2.4995,6.395,7/23/19 01:15:00
7/23/2019,1:30:00 AM,0,2.4759,6.344,7/23/19 01:30:00
7/23/2019,1:45:00 AM,0,2.4892,6.297,7/23/19 01:45:00
7/23/2019,2:00:00 AM,0,2.4185,6.244,7/23/19 02:00:00
7/23/2019,2:15:00 AM,0,2.4704,6.203,7/23/19 02:15:00
7/23/2019,2:30:00 AM,0,2.4563,6.143,7/23/19 02:30:00
7/23/2019,2:45:00 AM,0,2.4784,6.086,7/23/19 02:45:00
7/23/2019,3:00:00 AM,0,2.4612,6.035,7/23/19 03:00:00
7/23/2019,3:15:00 AM,0,2.4444,5.994,7/23/19 03:15:00
7/23/2019,3:30:00 AM,0,2.39,5.945,7/23/19 03:30:00
7/23/2019,3:45:00 AM,0,2.4022,5.886,7/23/19 03:45:00
7/23/2019,4:00:00 AM,0,2.4549,5.83,7/23/19 04:00:00
7/23/2019,4:15:00 AM,0,2.4048,5.791,7/23/19 04:15:00
7/23/2019,4:30:00 AM,0,2.4051,5.739,7/23/19 04:30:00
7/23/2019,4:45:00 AM,0,2.384,5.705,7/23/19 04:45:00
7/23/2019,5:00:00 AM,0,2.3662,5.664,7/23/19 05:00:00
7/23/2019,5:15:00 AM,0,2.3452,5.632,7/23/19 05:15:00
7/23/2019,5:30:00 AM,0,2.3406,5.594,7/23/19 05:30:00
7/23/2019,5:45:00 AM,0,2.2996,5.556,7/23/19 05:45:00
7/23/2019,6:00:00 AM,0,2.3604,5.512,7/23/19 06:00:00
7/23/2019,6:15:00 AM,0,2.3811,5.464,7/23/19 06:15:00
7/23/2019,6:30:00 AM,0,2.3197,5.424,7/23/19 06:30:00
7/23/2019,6:45:00 AM,0,2.2983,5.389,7/23/19 06:45:00
7/23/2019,7:00:00 AM,0,2.3176,5.36,7/23/19 07:00:00
7/23/2019,7:15:00 AM,0,2.3056,5.34,7/23/19 07:15:00
7/23/2019,7:30:00 AM,0,2.3153,5.339,7/23/19 07:30:00
7/23/2019,7:45:00 AM,0,2.3596,5.375,7/23/19 07:45:00
7/23/2019,8:00:00 AM,0,2.2897,5.405,7/23/19 08:00:00
7/23/2019,8:15:00 AM,0,2.3441,5.438,7/23/19 08:15:00
7/23/2019,8:30:00 AM,0,2.3897,5.485,7/23/19 08:30:00
7/23/2019,8:45:00 AM,0,2.3956,5.515,7/23/19 08:45:00
7/23/2019,9:00:00 AM,0,2.331,5.573,7/23/19 09:00:00
7/23/2019,9:15:00 AM,0,2.4246,5.545,7/23/19 09:15:00
7/23/2019,9:30:00 AM,0,2.5103,5.562,7/23/19 09:30:00
7/23/2019,9:45:00 AM,0,2.527,5.586,7/23/19 09:45:00
7/23/2019,10:00:00 AM,0,2.5097,5.66,7/23/19 10:00:00
7/23/2019,10:15:00 AM,0,2.5524,5.684,7/23/19 10:15:00
7/23/2019,10:30:00 AM,0,2.608,5.755,7/23/19 10:30:00
7/23/2019,10:45:00 AM,0,2.6164,5.854,7/23/19 10:45:00
7/23/2019,11:00:00 AM,0,2.6707,6.038,7/23/19 11:00:00
7/23/2019,11:15:00 AM,0,2.7033,6.513,7/23/19 11:15:00
7/23/2019,11:30:00 AM,0,2.7177,6.772,7/23/19 11:30:00
7/23/2019,11:45:00 AM,0,2.737,6.969,7/23/19 11:45:00
7/23/2019,12:00:00 PM,0,2.791,6.924,7/23/19 12:00:00
7/23/2019,12:15:00 PM,0,2.8868,6.919,7/23/19 12:15:00
7/23/2019,12:30:00 PM,0,2.8806,7.028,7/23/19 12:30:00
7/23/2019,12:45:00 PM,0,0.0901,12.404,7/23/19 12:45:00
7/23/2019,1:00:00 PM,0,0.0925,15.968,7/23/19 13:00:00
7/23/2019,1:15:00 PM,0,2.7925,9.599,7/23/19 13:15:00
7/23/2019,1:30:00 PM,0,2.7732,7.824,7/23/19 13:30:00
7/23/2019,1:45:00 PM,0,2.8093,8.041,7/23/19 13:45:00
7/23/2019,2:00:00 PM,0,2.8346,8.248,7/23/19 14:00:00
7/23/2019,2:15:00 PM,0,2.8476,8.388,7/23/19 14:15:00
7/23/2019,2:30:00 PM,0,2.8376,8.449,7/23/19 14:30:00
7/23/2019,2:45:00 PM,0,2.7881,8.425,7/23/19 14:45:00
7/23/2019,3:00:00 PM,0,2.7949,8.482,7/23/19 15:00:00
7/23/2019,3:15:00 PM,0,2.8068,8.416,7/23/19 15:15:00
7/23/2019,3:30:00 PM,0,2.8379,8.346,7/23/19 15:30:00
7/23/2019,3:45:00 PM,0,2.7835,8.29,7/23/19 15:45:00
7/23/2019,4:00:00 PM,0,2.7915,8.232,7/23/19 16:00:00
7/23/2019,4:15:00 PM,0,2.7755,8.178,7/23/19 16:15:00
7/23/2019,4:30:00 PM,0,2.7252,8.133,7/23/19 16:30:00
7/23/2019,4:45:00 PM,0,2.7536,8.077,7/23/19 16:45:00
7/23/2019,5:00:00 PM,0,2.7505,7.999,7/23/19 17:00:00
