Date,Time,ms,LEVEL (Kpa),TEMPERATURE ©,Combine
7/19/2019,10:45:00 PM,0,1.5147,6.186,7/19/19 22:45:00
7/19/2019,11:00:00 PM,0,1.526,6.139,7/19/19 23:00:00
7/19/2019,11:15:00 PM,0,1.538,6.073,7/19/19 23:15:00
7/19/2019,11:30:00 PM,0,1.5563,6.007,7/19/19 23:30:00
7/19/2019,11:45:00 PM,0,1.5649,5.949,7/19/19 23:45:00
7/20/2019,12:00:00 AM,0,1.5733,5.886,7/20/19 00:00:00
7/20/2019,12:15:00 AM,0,1.5764,5.847,7/20/19 00:15:00
7/20/2019,12:30:00 AM,0,1.5775,5.807,7/20/19 00:30:00
7/20/2019,12:45:00 AM,0,1.5761,5.756,7/20/19 00:45:00
7/20/2019,1:00:00 AM,0,1.5788,5.724,7/20/19 01:00:00
7/20/2019,1:15:00 AM,0,1.5805,5.693,7/20/19 01:15:00
7/20/2019,1:30:00 AM,0,1.5931,5.657,7/20/19 01:30:00
7/20/2019,1:45:00 AM,0,1.6025,5.62,7/20/19 01:45:00
7/20/2019,2:00:00 AM,0,1.5934,5.575,7/20/19 02:00:00
7/20/2019,2:15:00 AM,0,1.6044,5.537,7/20/19 02:15:00
7/20/2019,2:30:00 AM,0,1.6165,5.487,7/20/19 02:30:00
7/20/2019,2:45:00 AM,0,1.6268,5.445,7/20/19 02:45:00
7/20/2019,3:00:00 AM,0,1.6287,5.408,7/20/19 03:00:00
7/20/2019,3:15:00 AM,0,1.6419,5.368,7/20/19 03:15:00
7/20/2019,3:30:00 AM,0,1.6323,5.317,7/20/19 03:30:00
7/20/2019,3:45:00 AM,0,1.6409,5.27,7/20/19 03:45:00
7/20/2019,4:00:00 AM,0,1.6393,5.22,7/20/19 04:00:00
7/20/2019,4:15:00 AM,0,1.6526,5.172,7/20/19 04:15:00
7/20/2019,4:30:00 AM,0,1.648,5.133,7/20/19 04:30:00
7/20/2019,4:45:00 AM,0,1.6772,5.104,7/20/19 04:45:00
7/20/2019,5:00:00 AM,0,1.6719,5.05,7/20/19 05:00:00
7/20/2019,5:15:00 AM,0,1.6995,5.001,7/20/19 05:15:00
7/20/2019,5:30:00 AM,0,1.7161,4.961,7/20/19 05:30:00
7/20/2019,5:45:00 AM,0,1.7347,4.908,7/20/19 05:45:00
7/20/2019,6:00:00 AM,0,1.7735,4.837,7/20/19 06:00:00
7/20/2019,6:15:00 AM,0,1.7921,4.785,7/20/19 06:15:00
7/20/2019,6:30:00 AM,0,1.8236,4.726,7/20/19 06:30:00
7/20/2019,6:45:00 AM,0,1.8549,4.697,7/20/19 06:45:00
7/20/2019,7:00:00 AM,0,1.8642,4.697,7/20/19 07:00:00
7/20/2019,7:15:00 AM,0,1.8928,4.709,7/20/19 07:15:00
7/20/2019,7:30:00 AM,0,1.9132,4.712,7/20/19 07:30:00
7/20/2019,7:45:00 AM,0,1.9264,4.731,7/20/19 07:45:00
7/20/2019,8:00:00 AM,0,1.946,4.752,7/20/19 08:00:00
7/20/2019,8:15:00 AM,0,1.9835,4.796,7/20/19 08:15:00
7/20/2019,8:30:00 AM,0,2.009,4.896,7/20/19 08:30:00
7/20/2019,8:45:00 AM,0,2.035,5.012,7/20/19 08:45:00
7/20/2019,9:00:00 AM,0,2.037,5.097,7/20/19 09:00:00
7/20/2019,9:15:00 AM,0,2.0614,5.165,7/20/19 09:15:00
7/20/2019,9:30:00 AM,0,2.0784,5.253,7/20/19 09:30:00
7/20/2019,9:45:00 AM,0,2.1115,5.356,7/20/19 09:45:00
7/20/2019,10:00:00 AM,0,2.1119,5.472,7/20/19 10:00:00
7/20/2019,10:15:00 AM,0,2.1338,5.589,7/20/19 10:15:00
7/20/2019,10:30:00 AM,0,2.1407,5.738,7/20/19 10:30:00
7/20/2019,10:45:00 AM,0,2.1585,5.856,7/20/19 10:45:00
7/20/2019,11:00:00 AM,0,2.1683,6,7/20/19 11:00:00
7/20/2019,11:15:00 AM,0,2.2071,6.241,7/20/19 11:15:00
7/20/2019,11:30:00 AM,0,2.1602,6.482,7/20/19 11:30:00
7/20/2019,11:45:00 AM,0,2.1735,6.693,7/20/19 11:45:00
7/20/2019,12:00:00 PM,0,2.1896,6.869,7/20/19 12:00:00
7/20/2019,12:15:00 PM,0,2.212,7.051,7/20/19 12:15:00
7/20/2019,12:30:00 PM,0,2.2776,7.246,7/20/19 12:30:00
7/20/2019,12:45:00 PM,0,2.2608,7.37,7/20/19 12:45:00
7/20/2019,1:00:00 PM,0,2.2757,7.497,7/20/19 13:00:00
7/20/2019,1:15:00 PM,0,2.2897,7.587,7/20/19 13:15:00
7/20/2019,1:30:00 PM,0,2.312,7.721,7/20/19 13:30:00
7/20/2019,1:45:00 PM,0,2.3381,7.895,7/20/19 13:45:00
7/20/2019,2:00:00 PM,0,2.3573,7.939,7/20/19 14:00:00
7/20/2019,2:15:00 PM,0,2.3609,8.009,7/20/19 14:15:00
7/20/2019,2:30:00 PM,0,2.3657,8.122,7/20/19 14:30:00
7/20/2019,2:45:00 PM,0,2.3683,8.27,7/20/19 14:45:00
7/20/2019,3:00:00 PM,0,2.3867,8.293,7/20/19 15:00:00
7/20/2019,3:15:00 PM,0,2.4086,8.289,7/20/19 15:15:00
7/20/2019,3:30:00 PM,0,2.3979,8.293,7/20/19 15:30:00
7/20/2019,3:45:00 PM,0,2.3686,8.294,7/20/19 15:45:00
7/20/2019,4:00:00 PM,0,2.3657,8.259,7/20/19 16:00:00
7/20/2019,4:15:00 PM,0,2.3324,8.228,7/20/19 16:15:00
7/20/2019,4:30:00 PM,0,2.3136,8.187,7/20/19 16:30:00
7/20/2019,4:45:00 PM,0,2.2922,8.099,7/20/19 16:45:00
7/20/2019,5:00:00 PM,0,2.2669,7.97,7/20/19 17:00:00
7/20/2019,5:15:00 PM,0,2.2527,7.896,7/20/19 17:15:00
7/20/2019,5:30:00 PM,0,2.2319,7.809,7/20/19 17:30:00
7/20/2019,5:45:00 PM,0,2.1989,7.702,7/20/19 17:45:00
7/20/2019,6:00:00 PM,0,2.1601,7.586,7/20/19 18:00:00
7/20/2019,6:15:00 PM,0,2.1322,7.455,7/20/19 18:15:00
7/20/2019,6:30:00 PM,0,2.1091,7.31,7/20/19 18:30:00
7/20/2019,6:45:00 PM,0,2.0859,7.169,7/20/19 18:45:00
7/20/2019,7:00:00 PM,0,2.0523,7.045,7/20/19 19:00:00
7/20/2019,7:15:00 PM,0,2.037,6.934,7/20/19 19:15:00
7/20/2019,7:30:00 PM,0,2.0157,6.83,7/20/19 19:30:00
7/20/2019,7:45:00 PM,0,2.0073,6.735,7/20/19 19:45:00
7/20/2019,8:00:00 PM,0,1.9857,6.64,7/20/19 20:00:00
7/20/2019,8:15:00 PM,0,1.9688,6.552,7/20/19 20:15:00
7/20/2019,8:30:00 PM,0,1.9577,6.46,7/20/19 20:30:00
7/20/2019,8:45:00 PM,0,1.9624,6.391,7/20/19 20:45:00
7/20/2019,9:00:00 PM,0,1.9398,6.331,7/20/19 21:00:00
7/20/2019,9:15:00 PM,0,1.9359,6.248,7/20/19 21:15:00
7/20/2019,9:30:00 PM,0,1.9311,6.179,7/20/19 21:30:00
7/20/2019,9:45:00 PM,0,1.9184,6.118,7/20/19 21:45:00
7/20/2019,10:00:00 PM,0,1.9111,6.065,7/20/19 22:00:00
7/20/2019,10:15:00 PM,0,1.9005,6.003,7/20/19 22:15:00
7/20/2019,10:30:00 PM,0,1.9022,5.948,7/20/19 22:30:00
7/20/2019,10:45:00 PM,0,1.8849,5.886,7/20/19 22:45:00
7/20/2019,11:00:00 PM,0,1.8892,5.838,7/20/19 23:00:00
7/20/2019,11:15:00 PM,0,1.8873,5.781,7/20/19 23:15:00
7/20/2019,11:30:00 PM,0,1.8885,5.72,7/20/19 23:30:00
7/20/2019,11:45:00 PM,0,1.8869,5.666,7/20/19 23:45:00
7/21/2019,12:00:00 AM,0,1.8669,5.612,7/21/19 00:00:00
7/21/2019,12:15:00 AM,0,1.8689,5.565,7/21/19 00:15:00
7/21/2019,12:30:00 AM,0,1.8732,5.507,7/21/19 00:30:00
7/21/2019,12:45:00 AM,0,1.869,5.456,7/21/19 00:45:00
7/21/2019,1:00:00 AM,0,1.8752,5.412,7/21/19 01:00:00
7/21/2019,1:15:00 AM,0,1.892,5.372,7/21/19 01:15:00
7/21/2019,1:30:00 AM,0,1.9032,5.331,7/21/19 01:30:00
7/21/2019,1:45:00 AM,0,1.8948,5.303,7/21/19 01:45:00
7/21/2019,2:00:00 AM,0,1.9005,5.282,7/21/19 02:00:00
7/21/2019,2:15:00 AM,0,1.8849,5.247,7/21/19 02:15:00
7/21/2019,2:30:00 AM,0,1.9036,5.211,7/21/19 02:30:00
7/21/2019,2:45:00 AM,0,1.9004,5.176,7/21/19 02:45:00
7/21/2019,3:00:00 AM,0,1.9166,5.148,7/21/19 03:00:00
7/21/2019,3:15:00 AM,0,1.9176,5.113,7/21/19 03:15:00
7/21/2019,3:30:00 AM,0,1.9217,5.083,7/21/19 03:30:00
7/21/2019,3:45:00 AM,0,1.9446,5.054,7/21/19 03:45:00
7/21/2019,4:00:00 AM,0,1.9537,5.029,7/21/19 04:00:00
7/21/2019,4:15:00 AM,0,1.9547,4.993,7/21/19 04:15:00
7/21/2019,4:30:00 AM,0,1.9467,4.949,7/21/19 04:30:00
7/21/2019,4:45:00 AM,0,1.951,4.925,7/21/19 04:45:00
7/21/2019,5:00:00 AM,0,1.9455,4.899,7/21/19 05:00:00
7/21/2019,5:15:00 AM,0,1.9682,4.869,7/21/19 05:15:00
7/21/2019,5:30:00 AM,0,1.9648,4.843,7/21/19 05:30:00
7/21/2019,5:45:00 AM,0,1.9714,4.81,7/21/19 05:45:00
7/21/2019,6:00:00 AM,0,1.9858,4.785,7/21/19 06:00:00
7/21/2019,6:15:00 AM,0,1.98,4.763,7/21/19 06:15:00
7/21/2019,6:30:00 AM,0,1.9976,4.737,7/21/19 06:30:00
7/21/2019,6:45:00 AM,0,2.0022,4.715,7/21/19 06:45:00
7/21/2019,7:00:00 AM,0,2.0177,4.697,7/21/19 07:00:00
7/21/2019,7:15:00 AM,0,2.0213,4.7,7/21/19 07:15:00
7/21/2019,7:30:00 AM,0,2.0435,4.714,7/21/19 07:30:00
7/21/2019,7:45:00 AM,0,2.0426,4.743,7/21/19 07:45:00
7/21/2019,8:00:00 AM,0,2.044,4.789,7/21/19 08:00:00
7/21/2019,8:15:00 AM,0,2.0589,4.853,7/21/19 08:15:00
7/21/2019,8:30:00 AM,0,2.0616,4.906,7/21/19 08:30:00
7/21/2019,8:45:00 AM,0,2.086,4.98,7/21/19 08:45:00
7/21/2019,9:00:00 AM,0,2.1054,5.165,7/21/19 09:00:00
7/21/2019,9:15:00 AM,0,2.1261,5.351,7/21/19 09:15:00
7/21/2019,9:30:00 AM,0,2.168,5.581,7/21/19 09:30:00
7/21/2019,9:45:00 AM,0,2.1881,5.785,7/21/19 09:45:00
7/21/2019,10:00:00 AM,0,2.2221,6.037,7/21/19 10:00:00
7/21/2019,10:15:00 AM,0,2.237,6.199,7/21/19 10:15:00
7/21/2019,10:30:00 AM,0,2.258,6.418,7/21/19 10:30:00
7/21/2019,10:45:00 AM,0,2.287,6.662,7/21/19 10:45:00
7/21/2019,11:00:00 AM,0,2.3043,6.89,7/21/19 11:00:00
7/21/2019,11:15:00 AM,0,2.3046,7.11,7/21/19 11:15:00
7/21/2019,11:30:00 AM,0,2.2914,7.344,7/21/19 11:30:00
7/21/2019,11:45:00 AM,0,2.2964,7.533,7/21/19 11:45:00
7/21/2019,12:00:00 PM,0,2.3013,7.652,7/21/19 12:00:00
7/21/2019,12:15:00 PM,0,2.285,7.628,7/21/19 12:15:00
7/21/2019,12:30:00 PM,0,2.3169,7.68,7/21/19 12:30:00
7/21/2019,12:45:00 PM,0,2.2695,7.75,7/21/19 12:45:00
7/21/2019,1:00:00 PM,0,2.2897,7.899,7/21/19 13:00:00
7/21/2019,1:15:00 PM,0,2.2735,8.159,7/21/19 13:15:00
7/21/2019,1:30:00 PM,0,2.2949,8.359,7/21/19 13:30:00
7/21/2019,1:45:00 PM,0,2.2574,8.571,7/21/19 13:45:00
7/21/2019,2:00:00 PM,0,2.279,8.924,7/21/19 14:00:00
7/21/2019,2:15:00 PM,0,2.2298,9.322,7/21/19 14:15:00
7/21/2019,2:30:00 PM,0,2.229,9.492,7/21/19 14:30:00
7/21/2019,2:45:00 PM,0,2.2981,9.76,7/21/19 14:45:00
7/21/2019,3:00:00 PM,0,2.2601,9.687,7/21/19 15:00:00
7/21/2019,3:15:00 PM,0,2.2393,9.768,7/21/19 15:15:00
7/21/2019,3:30:00 PM,0,2.2242,9.725,7/21/19 15:30:00
7/21/2019,3:45:00 PM,0,2.2147,9.597,7/21/19 15:45:00
7/21/2019,4:00:00 PM,0,2.2097,9.452,7/21/19 16:00:00
7/21/2019,4:15:00 PM,0,2.2031,9.442,7/21/19 16:15:00
7/21/2019,4:30:00 PM,0,2.2025,9.296,7/21/19 16:30:00
7/21/2019,4:45:00 PM,0,2.1893,9.206,7/21/19 16:45:00
7/21/2019,5:00:00 PM,0,2.1718,9.127,7/21/19 17:00:00
7/21/2019,5:15:00 PM,0,2.1663,9.036,7/21/19 17:15:00
7/21/2019,5:30:00 PM,0,2.1322,8.918,7/21/19 17:30:00
7/21/2019,5:45:00 PM,0,2.1094,8.745,7/21/19 17:45:00
7/21/2019,6:00:00 PM,0,2.0769,8.58,7/21/19 18:00:00
7/21/2019,6:15:00 PM,0,2.0478,8.4,7/21/19 18:15:00
7/21/2019,6:30:00 PM,0,2.0398,8.241,7/21/19 18:30:00
7/21/2019,6:45:00 PM,0,2.0469,8.075,7/21/19 18:45:00
7/21/2019,7:00:00 PM,0,2.0587,7.916,7/21/19 19:00:00
7/21/2019,7:15:00 PM,0,2.0488,7.788,7/21/19 19:15:00
7/21/2019,7:30:00 PM,0,2.04,7.655,7/21/19 19:30:00
7/21/2019,7:45:00 PM,0,2.0247,7.517,7/21/19 19:45:00
7/21/2019,8:00:00 PM,0,2.0211,7.385,7/21/19 20:00:00
7/21/2019,8:15:00 PM,0,2.01,7.261,7/21/19 20:15:00
7/21/2019,8:30:00 PM,0,2.0045,7.141,7/21/19 20:30:00
7/21/2019,8:45:00 PM,0,2.0025,7.035,7/21/19 20:45:00
7/21/2019,9:00:00 PM,0,1.9981,6.934,7/21/19 21:00:00
7/21/2019,9:15:00 PM,0,1.9902,6.846,7/21/19 21:15:00
7/21/2019,9:30:00 PM,0,1.9726,6.752,7/21/19 21:30:00
7/21/2019,9:45:00 PM,0,1.9606,6.674,7/21/19 21:45:00
7/21/2019,10:00:00 PM,0,1.9569,6.581,7/21/19 22:00:00
7/21/2019,10:15:00 PM,0,1.9503,6.5,7/21/19 22:15:00
7/21/2019,10:30:00 PM,0,1.9401,6.43,7/21/19 22:30:00
7/21/2019,10:45:00 PM,0,1.9452,6.334,7/21/19 22:45:00
7/21/2019,11:00:00 PM,0,1.9383,6.259,7/21/19 23:00:00
7/21/2019,11:15:00 PM,0,1.9169,6.193,7/21/19 23:15:00
7/21/2019,11:30:00 PM,0,1.9217,6.135,7/21/19 23:30:00
7/21/2019,11:45:00 PM,0,1.9085,6.079,7/21/19 23:45:00
7/22/2019,12:00:00 AM,0,1.9127,6.032,7/22/19 00:00:00
7/22/2019,12:15:00 AM,0,1.8975,5.97,7/22/19 00:15:00
7/22/2019,12:30:00 AM,0,1.9135,5.91,7/22/19 00:30:00
7/22/2019,12:45:00 AM,0,1.9101,5.858,7/22/19 00:45:00
7/22/2019,1:00:00 AM,0,1.9125,5.819,7/22/19 01:00:00
7/22/2019,1:15:00 AM,0,1.9026,5.777,7/22/19 01:15:00
7/22/2019,1:30:00 AM,0,1.9107,5.731,7/22/19 01:30:00
7/22/2019,1:45:00 AM,0,1.891,5.689,7/22/19 01:45:00
7/22/2019,2:00:00 AM,0,1.8898,5.653,7/22/19 02:00:00
7/22/2019,2:15:00 AM,0,1.8923,5.605,7/22/19 02:15:00
7/22/2019,2:30:00 AM,0,1.8888,5.568,7/22/19 02:30:00
7/22/2019,2:45:00 AM,0,1.8852,5.531,7/22/19 02:45:00
7/22/2019,3:00:00 AM,0,1.8927,5.504,7/22/19 03:00:00
7/22/2019,3:15:00 AM,0,1.8666,5.465,7/22/19 03:15:00
7/22/2019,3:30:00 AM,0,1.8611,5.445,7/22/19 03:30:00
7/22/2019,3:45:00 AM,0,1.857,5.421,7/22/19 03:45:00
7/22/2019,4:00:00 AM,0,1.8509,5.398,7/22/19 04:00:00
7/22/2019,4:15:00 AM,0,1.8526,5.364,7/22/19 04:15:00
7/22/2019,4:30:00 AM,0,1.8417,5.327,7/22/19 04:30:00
7/22/2019,4:45:00 AM,0,1.836,5.29,7/22/19 04:45:00
7/22/2019,5:00:00 AM,0,1.838,5.257,7/22/19 05:00:00
7/22/2019,5:15:00 AM,0,1.8432,5.219,7/22/19 05:15:00
7/22/2019,5:30:00 AM,0,1.8447,5.178,7/22/19 05:30:00
7/22/2019,5:45:00 AM,0,1.8524,5.153,7/22/19 05:45:00
7/22/2019,6:00:00 AM,0,1.843,5.108,7/22/19 06:00:00
7/22/2019,6:15:00 AM,0,1.8419,5.073,7/22/19 06:15:00
7/22/2019,6:30:00 AM,0,1.8497,5.035,7/22/19 06:30:00
7/22/2019,6:45:00 AM,0,1.8336,5.006,7/22/19 06:45:00
7/22/2019,7:00:00 AM,0,1.8269,4.991,7/22/19 07:00:00
7/22/2019,7:15:00 AM,0,1.8299,4.999,7/22/19 07:15:00
7/22/2019,7:30:00 AM,0,1.8445,5.053,7/22/19 07:30:00
7/22/2019,7:45:00 AM,0,1.8386,5.097,7/22/19 07:45:00
7/22/2019,8:00:00 AM,0,1.8519,5.137,7/22/19 08:00:00
7/22/2019,8:15:00 AM,0,1.8517,5.182,7/22/19 08:15:00
7/22/2019,8:30:00 AM,0,1.8584,5.242,7/22/19 08:30:00
7/22/2019,8:45:00 AM,0,1.8842,5.419,7/22/19 08:45:00
7/22/2019,9:00:00 AM,0,1.9173,5.612,7/22/19 09:00:00
7/22/2019,9:15:00 AM,0,1.9176,5.763,7/22/19 09:15:00
7/22/2019,9:30:00 AM,0,1.9546,5.947,7/22/19 09:30:00
7/22/2019,9:45:00 AM,0,1.9741,6.131,7/22/19 09:45:00
7/22/2019,10:00:00 AM,0,1.9936,6.264,7/22/19 10:00:00
7/22/2019,10:15:00 AM,0,2.0292,6.483,7/22/19 10:15:00
7/22/2019,10:30:00 AM,0,2.046,6.636,7/22/19 10:30:00
7/22/2019,10:45:00 AM,0,2.0714,6.793,7/22/19 10:45:00
7/22/2019,11:00:00 AM,0,2.0695,6.933,7/22/19 11:00:00
7/22/2019,11:15:00 AM,0,2.0734,7.112,7/22/19 11:15:00
7/22/2019,11:30:00 AM,0,2.0855,7.32,7/22/19 11:30:00
7/22/2019,11:45:00 AM,0,2.0861,7.456,7/22/19 11:45:00
7/22/2019,12:00:00 PM,0,2.0949,7.585,7/22/19 12:00:00
7/22/2019,12:15:00 PM,0,2.0682,7.724,7/22/19 12:15:00
7/22/2019,12:30:00 PM,0,2.0965,7.926,7/22/19 12:30:00
7/22/2019,12:45:00 PM,0,2.1001,8.122,7/22/19 12:45:00
7/22/2019,1:00:00 PM,0,2.1106,8.248,7/22/19 13:00:00
7/22/2019,1:15:00 PM,0,2.1155,8.411,7/22/19 13:15:00
7/22/2019,1:30:00 PM,0,2.1201,8.391,7/22/19 13:30:00
7/22/2019,1:45:00 PM,0,2.1261,8.578,7/22/19 13:45:00
7/22/2019,2:00:00 PM,0,2.117,8.89,7/22/19 14:00:00
7/22/2019,2:15:00 PM,0,2.1314,9.115,7/22/19 14:15:00
7/22/2019,2:30:00 PM,0,2.1261,9.168,7/22/19 14:30:00
7/22/2019,2:45:00 PM,0,2.1061,9.305,7/22/19 14:45:00
7/22/2019,3:00:00 PM,0,1.9793,9.711,7/22/19 15:00:00
7/22/2019,3:15:00 PM,0,1.9724,9.679,7/22/19 15:15:00
7/22/2019,3:30:00 PM,0,1.9702,9.629,7/22/19 15:30:00
7/22/2019,3:45:00 PM,0,1.9847,9.529,7/22/19 15:45:00
7/22/2019,4:00:00 PM,0,2.0034,9.49,7/22/19 16:00:00
7/22/2019,4:15:00 PM,0,2.0101,9.377,7/22/19 16:15:00
7/22/2019,4:30:00 PM,0,1.998,9.274,7/22/19 16:30:00
7/22/2019,4:45:00 PM,0,1.9881,9.151,7/22/19 16:45:00
7/22/2019,5:00:00 PM,0,1.9755,9.035,7/22/19 17:00:00
7/22/2019,5:15:00 PM,0,1.9687,8.9,7/22/19 17:15:00
7/22/2019,5:30:00 PM,0,1.965,8.773,7/22/19 17:30:00
7/22/2019,5:45:00 PM,0,1.9614,8.635,7/22/19 17:45:00
7/22/2019,6:00:00 PM,0,1.9557,8.511,7/22/19 18:00:00
7/22/2019,6:15:00 PM,0,1.9485,8.387,7/22/19 18:15:00
7/22/2019,6:30:00 PM,0,1.9469,8.273,7/22/19 18:30:00
7/22/2019,6:45:00 PM,0,1.9428,8.151,7/22/19 18:45:00
7/22/2019,7:00:00 PM,0,1.9323,8.037,7/22/19 19:00:00
7/22/2019,7:15:00 PM,0,1.9331,7.935,7/22/19 19:15:00
7/22/2019,7:30:00 PM,0,1.9388,7.826,7/22/19 19:30:00
7/22/2019,7:45:00 PM,0,1.9261,7.737,7/22/19 19:45:00
7/22/2019,8:00:00 PM,0,1.9315,7.649,7/22/19 20:00:00
7/22/2019,8:15:00 PM,0,1.923,7.564,7/22/19 20:15:00
7/22/2019,8:30:00 PM,0,1.9172,7.496,7/22/19 20:30:00
7/22/2019,8:45:00 PM,0,1.9199,7.427,7/22/19 20:45:00
7/22/2019,9:00:00 PM,0,1.9186,7.351,7/22/19 21:00:00
7/22/2019,9:15:00 PM,0,1.9167,7.278,7/22/19 21:15:00
7/22/2019,9:30:00 PM,0,1.9157,7.187,7/22/19 21:30:00
7/22/2019,9:45:00 PM,0,1.9502,7.08,7/22/19 21:45:00
7/22/2019,10:00:00 PM,0,2.0048,6.974,7/22/19 22:00:00
7/22/2019,10:15:00 PM,0,2.0848,6.848,7/22/19 22:15:00
7/22/2019,10:30:00 PM,0,2.1529,6.747,7/22/19 22:30:00
7/22/2019,10:45:00 PM,0,2.1504,6.727,7/22/19 22:45:00
7/22/2019,11:00:00 PM,0,2.1682,6.694,7/22/19 23:00:00
7/22/2019,11:15:00 PM,0,2.1994,6.64,7/22/19 23:15:00
7/22/2019,11:30:00 PM,0,2.2023,6.589,7/22/19 23:30:00
7/22/2019,11:45:00 PM,0,2.2176,6.547,7/22/19 23:45:00
7/23/2019,12:00:00 AM,0,2.2203,6.503,7/23/19 00:00:00
7/23/2019,12:15:00 AM,0,2.252,6.452,7/23/19 00:15:00
7/23/2019,12:30:00 AM,0,2.2597,6.404,7/23/19 00:30:00
7/23/2019,12:45:00 AM,0,2.2575,6.356,7/23/19 00:45:00
7/23/2019,1:00:00 AM,0,2.2619,6.32,7/23/19 01:00:00
7/23/2019,1:15:00 AM,0,2.257,6.27,7/23/19 01:15:00
7/23/2019,1:30:00 AM,0,2.2635,6.222,7/23/19 01:30:00
7/23/2019,1:45:00 AM,0,2.2431,6.175,7/23/19 01:45:00
7/23/2019,2:00:00 AM,0,2.2341,6.125,7/23/19 02:00:00
7/23/2019,2:15:00 AM,0,2.2306,6.082,7/23/19 02:15:00
7/23/2019,2:30:00 AM,0,2.214,6.018,7/23/19 02:30:00
7/23/2019,2:45:00 AM,0,2.1908,5.96,7/23/19 02:45:00
7/23/2019,3:00:00 AM,0,2.1746,5.918,7/23/19 03:00:00
7/23/2019,3:15:00 AM,0,2.1561,5.871,7/23/19 03:15:00
7/23/2019,3:30:00 AM,0,2.1493,5.817,7/23/19 03:30:00
7/23/2019,3:45:00 AM,0,2.1467,5.759,7/23/19 03:45:00
7/23/2019,4:00:00 AM,0,2.1151,5.71,7/23/19 04:00:00
7/23/2019,4:15:00 AM,0,2.0972,5.666,7/23/19 04:15:00
7/23/2019,4:30:00 AM,0,2.0836,5.619,7/23/19 04:30:00
7/23/2019,4:45:00 AM,0,2.0686,5.581,7/23/19 04:45:00
7/23/2019,5:00:00 AM,0,2.0642,5.54,7/23/19 05:00:00
7/23/2019,5:15:00 AM,0,2.0439,5.511,7/23/19 05:15:00
7/23/2019,5:30:00 AM,0,2.0353,5.473,7/23/19 05:30:00
7/23/2019,5:45:00 AM,0,2.0201,5.432,7/23/19 05:45:00
7/23/2019,6:00:00 AM,0,2.035,5.388,7/23/19 06:00:00
7/23/2019,6:15:00 AM,0,2.0274,5.336,7/23/19 06:15:00
7/23/2019,6:30:00 AM,0,2.0095,5.302,7/23/19 06:30:00
7/23/2019,6:45:00 AM,0,2.0002,5.27,7/23/19 06:45:00
7/23/2019,7:00:00 AM,0,1.9999,5.237,7/23/19 07:00:00
7/23/2019,7:15:00 AM,0,1.989,5.226,7/23/19 07:15:00
7/23/2019,7:30:00 AM,0,1.9889,5.231,7/23/19 07:30:00
7/23/2019,7:45:00 AM,0,1.9804,5.27,7/23/19 07:45:00
7/23/2019,8:00:00 AM,0,1.9815,5.295,7/23/19 08:00:00
7/23/2019,8:15:00 AM,0,2.0013,5.336,7/23/19 08:15:00
7/23/2019,8:30:00 AM,0,2.0308,5.376,7/23/19 08:30:00
7/23/2019,8:45:00 AM,0,2.0351,5.414,7/23/19 08:45:00
7/23/2019,9:00:00 AM,0,2.0679,5.453,7/23/19 09:00:00
7/23/2019,9:15:00 AM,0,2.1296,5.434,7/23/19 09:15:00
7/23/2019,9:30:00 AM,0,2.1936,5.451,7/23/19 09:30:00
7/23/2019,9:45:00 AM,0,2.2466,5.484,7/23/19 09:45:00
7/23/2019,10:00:00 AM,0,2.296,5.547,7/23/19 10:00:00
7/23/2019,10:15:00 AM,0,2.3317,5.591,7/23/19 10:15:00
7/23/2019,10:30:00 AM,0,2.3892,5.65,7/23/19 10:30:00
7/23/2019,10:45:00 AM,0,2.435,5.773,7/23/19 10:45:00
7/23/2019,11:00:00 AM,0,2.5309,6.025,7/23/19 11:00:00
7/23/2019,11:15:00 AM,0,2.5627,6.466,7/23/19 11:15:00
7/23/2019,11:30:00 AM,0,2.6389,6.705,7/23/19 11:30:00
7/23/2019,11:45:00 AM,0,2.7321,6.853,7/23/19 11:45:00
7/23/2019,12:00:00 PM,0,-0.0923,6.8,7/23/19 12:00:00
7/23/2019,12:15:00 PM,0,0.0308,10.008,7/23/19 12:15:00
7/23/2019,12:30:00 PM,0,0.0918,12.991,7/23/19 12:30:00
7/23/2019,12:45:00 PM,0,0.0931,12.463,7/23/19 12:45:00
7/23/2019,1:00:00 PM,0,-0.0115,8.915,7/23/19 13:00:00
7/23/2019,1:15:00 PM,0,-0.024,8.828,7/23/19 13:15:00
7/23/2019,1:30:00 PM,0,0.0883,9.265,7/23/19 13:30:00
7/23/2019,1:45:00 PM,0,4.926,10.261,7/23/19 13:45:00
7/23/2019,2:00:00 PM,0,12.5519,10.854,7/23/19 14:00:00
7/23/2019,2:15:00 PM,0,14.8685,11.643,7/23/19 14:15:00
7/23/2019,2:30:00 PM,0,14.9105,13.687,7/23/19 14:30:00
7/23/2019,2:45:00 PM,0,14.9339,15.157,7/23/19 14:45:00
7/23/2019,3:00:00 PM,0,14.9356,15.959,7/23/19 15:00:00
7/23/2019,3:15:00 PM,0,14.7814,16.864,7/23/19 15:15:00
7/23/2019,3:30:00 PM,0,14.1501,16.825,7/23/19 15:30:00
7/23/2019,3:45:00 PM,0,14.1667,19.556,7/23/19 15:45:00
7/23/2019,4:00:00 PM,0,14.2498,19.24,7/23/19 16:00:00
7/23/2019,4:15:00 PM,0,14.1772,17.806,7/23/19 16:15:00
